"date";"location";"value"
2020-11-17 00:00:00;HURN (oblasť Hurbanovho námestia);8
2020-11-17 00:00:00;RBNN (oblasť Rybného Námestia);3
2020-11-17 00:00:00;HLVN (oblasť Hlavného Námestia, Františkánskeho Námestia a Starej Radnice);5
2020-11-17 00:00:00;HVZN (oblasť Hviezdoslavovho Námestia v okolí ambasády USA);6
2020-11-17 00:00:00;KLOB (oblasť Klobučníckej a Námestia SNP pred Starou Tržnicou);3
2020-11-17 00:00:00;NSNP (oblasť Námestia SNP);9
2020-11-17 00:00:00;POST (oblasť križovania ulíc Poštová - Obchodná);7
2020-11-17 00:00:00;RIGL (oblasť Rigeleho a Rázusovho Nábrežia);11
2020-11-17 00:00:00;NLST (oblasť Námestia Ľudovíta Štúra);0
2020-11-17 00:00:00;FJNN (oblasť Fajnorovho Nábrežia pred SPŠS);0
2020-11-17 00:00:00;NSLO (oblasť parku Námestia Slobody);9
2020-11-17 00:00:00;CTUR;0
2020-11-19 00:00:00;POST (oblasť križovania ulíc Poštová - Obchodná);1
2020-11-19 00:00:00;ZMCK (oblasť rohu Židovskej a Kapucínskej ulice);4
2020-11-19 00:00:00;KOLN (oblasť spodnej časti Kollárovho námestia);4
2020-11-19 00:00:00;HURN (oblasť Hurbanovho námestia);3
2020-11-19 00:00:00;KNPM (oblasť Jedlíkovej ulice);0
2020-11-19 00:00:00;SAFK (oblasť Šafárikovho Námestia pri UK);3
2020-11-19 00:00:00;RIGL (oblasť Rigeleho a Rázusovho Nábrežia);5
2020-11-19 00:00:00;VNTU (oblasť križovania ulíc Ventúrska-Michalská-Sedlárska);2
2020-11-19 00:00:00;HLVN (oblasť Hlavného Námestia, Františkánskeho Námestia a Starej Radnice);2
2020-11-19 00:00:00;HVZN (oblasť Hviezdoslavovho Námestia v okolí ambasády USA);1
2020-11-19 00:00:00;OSPR (oblasť  Osobného prístavu a pred SNM);1
2020-11-19 00:00:00;PAMV (oblasť Pamätníka Víťazstva a pred SND);7
2020-11-19 00:00:00;RBNN (oblasť Rybného Námestia);2
2020-11-19 00:00:00;OBCH ( oblasť Obchodná ulica stred);1
2020-11-19 00:00:00;ZIDO (oblasť Židovskej ulice pri dobrom pastierovi);1
2020-11-19 00:00:00;NSLO (oblasť parku Námestia Slobody);2
2020-11-19 00:00:00;NSNP (oblasť Námestia SNP);2
2020-11-19 00:00:00;KLOB (oblasť Klobučníckej a Námestia SNP pred Starou Tržnicou);4
2020-11-19 00:00:00;FJNN (oblasť Fajnorovho Nábrežia pred SPŠS);0
2020-11-19 00:00:00;NLST (oblasť Námestia Ľudovíta Štúra);0
2020-11-19 00:00:00;CTUR;1
2020-11-20 00:00:00;RBNN (oblasť Rybného Námestia);6
2020-11-20 00:00:00;HURN (oblasť Hurbanovho námestia);6
2020-11-20 00:00:00;VNTU (oblasť križovania ulíc Ventúrska-Michalská-Sedlárska);4
2020-11-20 00:00:00;HLVN (oblasť Hlavného Námestia, Františkánskeho Námestia a Starej Radnice);4
2020-11-20 00:00:00;HVZN (oblasť Hviezdoslavovho Námestia v okolí ambasády USA);7
2020-11-20 00:00:00;KNPM (oblasť Jedlíkovej ulice);1
2020-11-20 00:00:00;RIGL (oblasť Rigeleho a Rázusovho Nábrežia);7
2020-11-20 00:00:00;FJNN (oblasť Fajnorovho Nábrežia pred SPŠS);0
2020-11-20 00:00:00;OBCH ( oblasť Obchodná ulica stred);3
2020-11-20 00:00:00;KLOB (oblasť Klobučníckej a Námestia SNP pred Starou Tržnicou);9
2020-11-20 00:00:00;ZMCK (oblasť rohu Židovskej a Kapucínskej ulice);1
2020-11-20 00:00:00;KOLN (oblasť spodnej časti Kollárovho námestia);3
2020-11-20 00:00:00;OSPR (oblasť  Osobného prístavu a pred SNM);3
2020-11-20 00:00:00;ZIDO (oblasť Židovskej ulice pri dobrom pastierovi);0
2020-11-20 00:00:00;SAFK (oblasť Šafárikovho Námestia pri UK);10
2020-11-20 00:00:00;PAMV (oblasť Pamätníka Víťazstva a pred SND);3
2020-11-20 00:00:00;NSLO (oblasť parku Námestia Slobody);1
2020-11-20 00:00:00;NLST (oblasť Námestia Ľudovíta Štúra);1
2020-11-20 00:00:00;CTUR;1
2020-11-20 00:00:00;POST (oblasť križovania ulíc Poštová - Obchodná);1
2020-11-20 00:00:00;NSNP (oblasť Námestia SNP);2
2020-11-21 00:00:00;HURN (oblasť Hurbanovho námestia);3
2020-11-21 00:00:00;RBNN (oblasť Rybného Námestia);13
2020-11-21 00:00:00;ZIDO (oblasť Židovskej ulice pri dobrom pastierovi);1
2020-11-21 00:00:00;ZMCK (oblasť rohu Židovskej a Kapucínskej ulice);6
2020-11-21 00:00:00;FJNN (oblasť Fajnorovho Nábrežia pred SPŠS);0
2020-11-21 00:00:00;RIGL (oblasť Rigeleho a Rázusovho Nábrežia);4
2020-11-21 00:00:00;OBCH ( oblasť Obchodná ulica stred);3
2020-11-21 00:00:00;PAMV (oblasť Pamätníka Víťazstva a pred SND);6
2020-11-21 00:00:00;HLVN (oblasť Hlavného Námestia, Františkánskeho Námestia a Starej Radnice);7
2020-11-21 00:00:00;NSNP (oblasť Námestia SNP);4
2020-11-21 00:00:00;SAFK (oblasť Šafárikovho Námestia pri UK);2
2020-11-21 00:00:00;POST (oblasť križovania ulíc Poštová - Obchodná);4
2020-11-21 00:00:00;KLOB (oblasť Klobučníckej a Námestia SNP pred Starou Tržnicou);10
2020-11-21 00:00:00;CTUR;0
2020-11-21 00:00:00;VNTU (oblasť križovania ulíc Ventúrska-Michalská-Sedlárska);7
2020-11-21 00:00:00;HVZN (oblasť Hviezdoslavovho Námestia v okolí ambasády USA);5
2020-11-21 00:00:00;KNPM (oblasť Jedlíkovej ulice);4
2020-11-21 00:00:00;KOLN (oblasť spodnej časti Kollárovho námestia);2
2020-11-21 00:00:00;NLST (oblasť Námestia Ľudovíta Štúra);3
2020-11-21 00:00:00;OSPR (oblasť  Osobného prístavu a pred SNM);1
2020-11-21 00:00:00;NSLO (oblasť parku Námestia Slobody);2
2020-11-22 00:00:00;PAMV (oblasť Pamätníka Víťazstva a pred SND);3
2020-11-22 00:00:00;RBNN (oblasť Rybného Námestia);4
2020-11-22 00:00:00;KOLN (oblasť spodnej časti Kollárovho námestia);1
2020-11-22 00:00:00;SAFK (oblasť Šafárikovho Námestia pri UK);2
2020-11-22 00:00:00;ZMCK (oblasť rohu Židovskej a Kapucínskej ulice);5
2020-11-22 00:00:00;RIGL (oblasť Rigeleho a Rázusovho Nábrežia);1
2020-11-22 00:00:00;KNPM (oblasť Jedlíkovej ulice);0
2020-11-22 00:00:00;ZIDO (oblasť Židovskej ulice pri dobrom pastierovi);2
2020-11-22 00:00:00;HURN (oblasť Hurbanovho námestia);2
2020-11-22 00:00:00;NLST (oblasť Námestia Ľudovíta Štúra);4
2020-11-22 00:00:00;VNTU (oblasť križovania ulíc Ventúrska-Michalská-Sedlárska);4
2020-11-22 00:00:00;NSNP (oblasť Námestia SNP);5
2020-11-22 00:00:00;HLVN (oblasť Hlavného Námestia, Františkánskeho Námestia a Starej Radnice);9
2020-11-22 00:00:00;HVZN (oblasť Hviezdoslavovho Námestia v okolí ambasády USA);1
2020-11-22 00:00:00;KLOB (oblasť Klobučníckej a Námestia SNP pred Starou Tržnicou);4
2020-11-22 00:00:00;OSPR (oblasť  Osobného prístavu a pred SNM);0
2020-11-22 00:00:00;POST (oblasť križovania ulíc Poštová - Obchodná);3
2020-11-22 00:00:00;NSLO (oblasť parku Námestia Slobody);1
2020-11-22 00:00:00;OBCH ( oblasť Obchodná ulica stred);5
2020-11-22 00:00:00;FJNN (oblasť Fajnorovho Nábrežia pred SPŠS);0
2020-11-22 00:00:00;CTUR;0
2020-11-23 00:00:00;HLVN (oblasť Hlavného Námestia, Františkánskeho Námestia a Starej Radnice);4
2020-11-23 00:00:00;RBNN (oblasť Rybného Námestia);4
2020-11-23 00:00:00;HVZN (oblasť Hviezdoslavovho Námestia v okolí ambasády USA);0
2020-11-23 00:00:00;KNPM (oblasť Jedlíkovej ulice);0
2020-11-23 00:00:00;ZIDO (oblasť Židovskej ulice pri dobrom pastierovi);1
2020-11-23 00:00:00;KOLN (oblasť spodnej časti Kollárovho námestia);3
2020-11-23 00:00:00;HURN (oblasť Hurbanovho námestia);1
2020-11-23 00:00:00;VNTU (oblasť križovania ulíc Ventúrska-Michalská-Sedlárska);2
2020-11-23 00:00:00;RIGL (oblasť Rigeleho a Rázusovho Nábrežia);4
2020-11-23 00:00:00;PAMV (oblasť Pamätníka Víťazstva a pred SND);8
2020-11-23 00:00:00;FJNN (oblasť Fajnorovho Nábrežia pred SPŠS);1
2020-11-23 00:00:00;OBCH ( oblasť Obchodná ulica stred);1
2020-11-23 00:00:00;SAFK (oblasť Šafárikovho Námestia pri UK);5
2020-11-23 00:00:00;ZMCK (oblasť rohu Židovskej a Kapucínskej ulice);8
2020-11-23 00:00:00;NLST (oblasť Námestia Ľudovíta Štúra);1
2020-11-23 00:00:00;OSPR (oblasť  Osobného prístavu a pred SNM);1
2020-11-23 00:00:00;NSLO (oblasť parku Námestia Slobody);0
2020-11-23 00:00:00;KLOB (oblasť Klobučníckej a Námestia SNP pred Starou Tržnicou);4
2020-11-23 00:00:00;POST (oblasť križovania ulíc Poštová - Obchodná);3
2020-11-23 00:00:00;NSNP (oblasť Námestia SNP);4
2020-11-23 00:00:00;CTUR;0
2020-11-24 00:00:00;KNPM (oblasť Jedlíkovej ulice);1
2020-11-24 00:00:00;KLOB (oblasť Klobučníckej a Námestia SNP pred Starou Tržnicou);3
2020-11-24 00:00:00;POST (oblasť križovania ulíc Poštová - Obchodná);5
2020-11-24 00:00:00;ZMCK (oblasť rohu Židovskej a Kapucínskej ulice);4
2020-11-24 00:00:00;NSNP (oblasť Námestia SNP);2
2020-11-24 00:00:00;OSPR (oblasť  Osobného prístavu a pred SNM);4
2020-11-24 00:00:00;HLVN (oblasť Hlavného Námestia, Františkánskeho Námestia a Starej Radnice);4
2020-11-24 00:00:00;KOLN (oblasť spodnej časti Kollárovho námestia);6
2020-11-24 00:00:00;HURN (oblasť Hurbanovho námestia);1
2020-11-24 00:00:00;NSLO (oblasť parku Námestia Slobody);0
2020-11-24 00:00:00;HVZN (oblasť Hviezdoslavovho Námestia v okolí ambasády USA);2
2020-11-24 00:00:00;OBCH ( oblasť Obchodná ulica stred);2
2020-11-24 00:00:00;VNTU (oblasť križovania ulíc Ventúrska-Michalská-Sedlárska);2
2020-11-24 00:00:00;ZIDO (oblasť Židovskej ulice pri dobrom pastierovi);0
2020-11-24 00:00:00;RIGL (oblasť Rigeleho a Rázusovho Nábrežia);1
2020-11-24 00:00:00;RBNN (oblasť Rybného Námestia);3
2020-11-24 00:00:00;NLST (oblasť Námestia Ľudovíta Štúra);1
2020-11-24 00:00:00;SAFK (oblasť Šafárikovho Námestia pri UK);2
2020-11-24 00:00:00;PAMV (oblasť Pamätníka Víťazstva a pred SND);4
2020-11-24 00:00:00;FJNN (oblasť Fajnorovho Nábrežia pred SPŠS);0
2020-11-24 00:00:00;CTUR;0
2020-11-25 00:00:00;POST (oblasť križovania ulíc Poštová - Obchodná);5
2020-11-25 00:00:00;HURN (oblasť Hurbanovho námestia);4
2020-11-25 00:00:00;ZMCK (oblasť rohu Židovskej a Kapucínskej ulice);6
2020-11-25 00:00:00;OBCH ( oblasť Obchodná ulica stred);3
2020-11-25 00:00:00;HLVN (oblasť Hlavného Námestia, Františkánskeho Námestia a Starej Radnice);2
2020-11-25 00:00:00;HVZN (oblasť Hviezdoslavovho Námestia v okolí ambasády USA);1
2020-11-25 00:00:00;NSNP (oblasť Námestia SNP);3
2020-11-25 00:00:00;NLST (oblasť Námestia Ľudovíta Štúra);1
2020-11-25 00:00:00;RIGL (oblasť Rigeleho a Rázusovho Nábrežia);6
2020-11-25 00:00:00;KLOB (oblasť Klobučníckej a Námestia SNP pred Starou Tržnicou);9
2020-11-25 00:00:00;ZIDO (oblasť Židovskej ulice pri dobrom pastierovi);0
2020-11-25 00:00:00;KOLN (oblasť spodnej časti Kollárovho námestia);7
2020-11-25 00:00:00;PAMV (oblasť Pamätníka Víťazstva a pred SND);6
2020-11-25 00:00:00;RBNN (oblasť Rybného Námestia);4
2020-11-25 00:00:00;KNPM (oblasť Jedlíkovej ulice);0
2020-11-25 00:00:00;SAFK (oblasť Šafárikovho Námestia pri UK);3
2020-11-25 00:00:00;VNTU (oblasť križovania ulíc Ventúrska-Michalská-Sedlárska);3
2020-11-25 00:00:00;OSPR (oblasť  Osobného prístavu a pred SNM);1
2020-11-25 00:00:00;NSLO (oblasť parku Námestia Slobody);1
2020-11-25 00:00:00;FJNN (oblasť Fajnorovho Nábrežia pred SPŠS);0
2020-11-26 00:00:00;KOLN (oblasť spodnej časti Kollárovho námestia);6
2020-11-26 00:00:00;FJNN (oblasť Fajnorovho Nábrežia pred SPŠS);2
2020-11-26 00:00:00;NSLO (oblasť parku Námestia Slobody);1
2020-11-26 00:00:00;HLVN (oblasť Hlavného Námestia, Františkánskeho Námestia a Starej Radnice);10
2020-11-26 00:00:00;KNPM (oblasť Jedlíkovej ulice);1
2020-11-26 00:00:00;HVZN (oblasť Hviezdoslavovho Námestia v okolí ambasády USA);5
2020-11-26 00:00:00;KLOB (oblasť Klobučníckej a Námestia SNP pred Starou Tržnicou);6
2020-11-26 00:00:00;RIGL (oblasť Rigeleho a Rázusovho Nábrežia);3
2020-11-26 00:00:00;OSPR (oblasť  Osobného prístavu a pred SNM);0
2020-11-26 00:00:00;HURN (oblasť Hurbanovho námestia);5
2020-11-26 00:00:00;ZMCK (oblasť rohu Židovskej a Kapucínskej ulice);5
2020-11-26 00:00:00;OBCH ( oblasť Obchodná ulica stred);6
2020-11-26 00:00:00;RBNN (oblasť Rybného Námestia);4
2020-11-26 00:00:00;ZIDO (oblasť Židovskej ulice pri dobrom pastierovi);1
2020-11-26 00:00:00;NLST (oblasť Námestia Ľudovíta Štúra);1
2020-11-26 00:00:00;POST (oblasť križovania ulíc Poštová - Obchodná);2
2020-11-26 00:00:00;SAFK (oblasť Šafárikovho Námestia pri UK);10
2020-11-26 00:00:00;VNTU (oblasť križovania ulíc Ventúrska-Michalská-Sedlárska);5
2020-11-26 00:00:00;NSNP (oblasť Námestia SNP);2
2020-11-26 00:00:00;PAMV (oblasť Pamätníka Víťazstva a pred SND);3
2020-11-26 00:00:00;CTUR;1
2020-11-27 00:00:00;NSNP (oblasť Námestia SNP);1
2020-11-27 00:00:00;KNPM (oblasť Jedlíkovej ulice);0
2020-11-27 00:00:00;RBNN (oblasť Rybného Námestia);4
2020-11-27 00:00:00;KLOB (oblasť Klobučníckej a Námestia SNP pred Starou Tržnicou);11
2020-11-27 00:00:00;ZIDO (oblasť Židovskej ulice pri dobrom pastierovi);0
2020-11-27 00:00:00;SAFK (oblasť Šafárikovho Námestia pri UK);8
2020-11-27 00:00:00;NLST (oblasť Námestia Ľudovíta Štúra);3
2020-11-27 00:00:00;FJNN (oblasť Fajnorovho Nábrežia pred SPŠS);3
2020-11-27 00:00:00;RIGL (oblasť Rigeleho a Rázusovho Nábrežia);0
2020-11-27 00:00:00;HLVN (oblasť Hlavného Námestia, Františkánskeho Námestia a Starej Radnice);4
2020-11-27 00:00:00;HVZN (oblasť Hviezdoslavovho Námestia v okolí ambasády USA);0
2020-11-27 00:00:00;KOLN (oblasť spodnej časti Kollárovho námestia);1
2020-11-27 00:00:00;HURN (oblasť Hurbanovho námestia);5
2020-11-27 00:00:00;OBCH ( oblasť Obchodná ulica stred);2
2020-11-27 00:00:00;VNTU (oblasť križovania ulíc Ventúrska-Michalská-Sedlárska);6
2020-11-27 00:00:00;PAMV (oblasť Pamätníka Víťazstva a pred SND);5
2020-11-27 00:00:00;POST (oblasť križovania ulíc Poštová - Obchodná);3
2020-11-27 00:00:00;OSPR (oblasť  Osobného prístavu a pred SNM);2
2020-11-27 00:00:00;ZMCK (oblasť rohu Židovskej a Kapucínskej ulice);5
2020-11-27 00:00:00;NSLO (oblasť parku Námestia Slobody);0
2020-11-27 00:00:00;CTUR;0
2020-11-28 00:00:00;RBNN (oblasť Rybného Námestia);5
2020-11-28 00:00:00;NSLO (oblasť parku Námestia Slobody);1
2020-11-28 00:00:00;HLVN (oblasť Hlavného Námestia, Františkánskeho Námestia a Starej Radnice);7
2020-11-28 00:00:00;POST (oblasť križovania ulíc Poštová - Obchodná);2
2020-11-28 00:00:00;HURN (oblasť Hurbanovho námestia);4
2020-11-28 00:00:00;OBCH ( oblasť Obchodná ulica stred);4
2020-11-28 00:00:00;ZMCK (oblasť rohu Židovskej a Kapucínskej ulice);5
2020-11-28 00:00:00;RIGL (oblasť Rigeleho a Rázusovho Nábrežia);3
2020-11-28 00:00:00;VNTU (oblasť križovania ulíc Ventúrska-Michalská-Sedlárska);7
2020-11-28 00:00:00;PAMV (oblasť Pamätníka Víťazstva a pred SND);9
2020-11-28 00:00:00;NSNP (oblasť Námestia SNP);1
2020-11-28 00:00:00;KLOB (oblasť Klobučníckej a Námestia SNP pred Starou Tržnicou);18
2020-11-28 00:00:00;ZIDO (oblasť Židovskej ulice pri dobrom pastierovi);1
2020-11-28 00:00:00;SAFK (oblasť Šafárikovho Námestia pri UK);4
2020-11-28 00:00:00;NLST (oblasť Námestia Ľudovíta Štúra);1
2020-11-28 00:00:00;KNPM (oblasť Jedlíkovej ulice);1
2020-11-28 00:00:00;HVZN (oblasť Hviezdoslavovho Námestia v okolí ambasády USA);4
2020-11-28 00:00:00;KOLN (oblasť spodnej časti Kollárovho námestia);4
2020-11-28 00:00:00;FJNN (oblasť Fajnorovho Nábrežia pred SPŠS);0
2020-11-28 00:00:00;OSPR (oblasť  Osobného prístavu a pred SNM);3
2020-11-28 00:00:00;CTUR;0
2020-11-29 00:00:00;KNPM (oblasť Jedlíkovej ulice);0
2020-11-29 00:00:00;RIGL (oblasť Rigeleho a Rázusovho Nábrežia);2
2020-11-29 00:00:00;KOLN (oblasť spodnej časti Kollárovho námestia);1
2020-11-29 00:00:00;FJNN (oblasť Fajnorovho Nábrežia pred SPŠS);0
2020-11-29 00:00:00;VNTU (oblasť križovania ulíc Ventúrska-Michalská-Sedlárska);4
2020-11-29 00:00:00;HLVN (oblasť Hlavného Námestia, Františkánskeho Námestia a Starej Radnice);11
2020-11-29 00:00:00;OSPR (oblasť  Osobného prístavu a pred SNM);1
2020-11-29 00:00:00;NSNP (oblasť Námestia SNP);1
2020-11-29 00:00:00;SAFK (oblasť Šafárikovho Námestia pri UK);7
2020-11-29 00:00:00;NLST (oblasť Námestia Ľudovíta Štúra);5
2020-11-29 00:00:00;CTUR;2
2020-11-29 00:00:00;HURN (oblasť Hurbanovho námestia);6
2020-11-29 00:00:00;ZMCK (oblasť rohu Židovskej a Kapucínskej ulice);1
2020-11-29 00:00:00;PAMV (oblasť Pamätníka Víťazstva a pred SND);5
2020-11-29 00:00:00;RBNN (oblasť Rybného Námestia);5
2020-11-29 00:00:00;OBCH ( oblasť Obchodná ulica stred);1
2020-11-29 00:00:00;HVZN (oblasť Hviezdoslavovho Námestia v okolí ambasády USA);5
2020-11-29 00:00:00;POST (oblasť križovania ulíc Poštová - Obchodná);2
2020-11-29 00:00:00;KLOB (oblasť Klobučníckej a Námestia SNP pred Starou Tržnicou);11
2020-11-29 00:00:00;ZIDO (oblasť Židovskej ulice pri dobrom pastierovi);2
2020-11-29 00:00:00;NSLO (oblasť parku Námestia Slobody);0
2020-11-30 00:00:00;KOLN (oblasť spodnej časti Kollárovho námestia);10
2020-11-30 00:00:00;HURN (oblasť Hurbanovho námestia);4
2020-11-30 00:00:00;OBCH ( oblasť Obchodná ulica stred);1
2020-11-30 00:00:00;NSLO (oblasť parku Námestia Slobody);0
2020-11-30 00:00:00;OSPR (oblasť  Osobného prístavu a pred SNM);1
2020-11-30 00:00:00;ZIDO (oblasť Židovskej ulice pri dobrom pastierovi);1
2020-11-30 00:00:00;NLST (oblasť Námestia Ľudovíta Štúra);2
2020-11-30 00:00:00;ZMCK (oblasť rohu Židovskej a Kapucínskej ulice);12
2020-11-30 00:00:00;FJNN (oblasť Fajnorovho Nábrežia pred SPŠS);0
2020-11-30 00:00:00;POST (oblasť križovania ulíc Poštová - Obchodná);2
2020-11-30 00:00:00;RBNN (oblasť Rybného Námestia);7
2020-11-30 00:00:00;HVZN (oblasť Hviezdoslavovho Námestia v okolí ambasády USA);1
2020-11-30 00:00:00;KLOB (oblasť Klobučníckej a Námestia SNP pred Starou Tržnicou);3
2020-11-30 00:00:00;PAMV (oblasť Pamätníka Víťazstva a pred SND);4
2020-11-30 00:00:00;HLVN (oblasť Hlavného Námestia, Františkánskeho Námestia a Starej Radnice);5
2020-11-30 00:00:00;NSNP (oblasť Námestia SNP);1
2020-11-30 00:00:00;SAFK (oblasť Šafárikovho Námestia pri UK);4
2020-11-30 00:00:00;RIGL (oblasť Rigeleho a Rázusovho Nábrežia);3
2020-11-30 00:00:00;KNPM (oblasť Jedlíkovej ulice);0
2020-11-30 00:00:00;VNTU (oblasť križovania ulíc Ventúrska-Michalská-Sedlárska);1
2020-11-30 00:00:00;CTUR;0
