"date";"location";"value"
2020-04-01 00:00:00;NSNP (oblasť Námestia SNP);3
2020-04-01 00:00:00;HURN (oblasť Hurbanovho námestia);4
2020-04-01 00:00:00;POST (oblasť križovania ulíc Poštová - Obchodná);1
2020-04-01 00:00:00;ZMCK (oblasť rohu Židovskej a Kapucínskej ulice);5
2020-04-01 00:00:00;HVZN (oblasť Hviezdoslavovho Námestia v okolí ambasády USA);1
2020-04-01 00:00:00;KNPM (oblasť Jedlíkovej ulice);0
2020-04-01 00:00:00;OBCH ( oblasť Obchodná ulica stred);0
2020-04-01 00:00:00;PAMV (oblasť Pamätníka Víťazstva a pred SND);1
2020-04-01 00:00:00;OSPR (oblasť  Osobného prístavu a pred SNM);0
2020-04-01 00:00:00;HLVN (oblasť Hlavného Námestia, Františkánskeho Námestia a Starej Radnice);1
2020-04-01 00:00:00;RBNN (oblasť Rybného Námestia);0
2020-04-01 00:00:00;ZIDO (oblasť Židovskej ulice pri dobrom pastierovi);0
2020-04-01 00:00:00;RIGL (oblasť Rigeleho a Rázusovho Nábrežia);1
2020-04-01 00:00:00;KLOB (oblasť Klobučníckej a Námestia SNP pred Starou Tržnicou);2
2020-04-01 00:00:00;NLST (oblasť Námestia Ľudovíta Štúra);0
2020-04-01 00:00:00;SAFK (oblasť Šafárikovho Námestia pri UK);1
2020-04-01 00:00:00;FJNN (oblasť Fajnorovho Nábrežia pred SPŠS);1
2020-04-01 00:00:00;KOLN (oblasť spodnej časti Kollárovho námestia);4
2020-04-01 00:00:00;VNTU (oblasť križovania ulíc Ventúrska-Michalská-Sedlárska);0
2020-04-01 00:00:00;NSLO (oblasť parku Námestia Slobody);0
2020-04-02 00:00:00;PAMV (oblasť Pamätníka Víťazstva a pred SND);1
2020-04-02 00:00:00;KLOB (oblasť Klobučníckej a Námestia SNP pred Starou Tržnicou);3
2020-04-02 00:00:00;ZMCK (oblasť rohu Židovskej a Kapucínskej ulice);3
2020-04-02 00:00:00;OBCH ( oblasť Obchodná ulica stred);1
2020-04-02 00:00:00;OSPR (oblasť  Osobného prístavu a pred SNM);1
2020-04-02 00:00:00;RIGL (oblasť Rigeleho a Rázusovho Nábrežia);3
2020-04-02 00:00:00;NLST (oblasť Námestia Ľudovíta Štúra);1
2020-04-02 00:00:00;HVZN (oblasť Hviezdoslavovho Námestia v okolí ambasády USA);1
2020-04-02 00:00:00;NSNP (oblasť Námestia SNP);0
2020-04-02 00:00:00;HLVN (oblasť Hlavného Námestia, Františkánskeho Námestia a Starej Radnice);1
2020-04-02 00:00:00;SAFK (oblasť Šafárikovho Námestia pri UK);0
2020-04-02 00:00:00;KNPM (oblasť Jedlíkovej ulice);0
2020-04-02 00:00:00;RBNN (oblasť Rybného Námestia);1
2020-04-02 00:00:00;KOLN (oblasť spodnej časti Kollárovho námestia);1
2020-04-02 00:00:00;ZIDO (oblasť Židovskej ulice pri dobrom pastierovi);0
